nuts,code,regions,year,year_num,pop,gdp,gdp_pc,occ_agr,occ_ind,occ_ser,occ_tot,gov_type,years_since,federal
R332,I6,veneto,1992,1992,43800000,62938309157.89037,14369.4769766873,0.039657534246575345,0.1741552511415525,0.2539954337899543,0.4678082191780822,ordinary,15,0
R332,I6,veneto,1993,1993,43950000,61212865547.064964,13927.841990230934,0.036222980659840726,0.16973833902161548,0.24891922639362912,0.4548805460750853,ordinary,16,0
R333,I7,friuli-venezia giulia,1977,1977,12340000,13573018744.247303,10999.204817056163,0.03881685575364668,0.14870340356564019,0.22504051863857374,0.4125607779578606,special statute,0,0
R333,I7,friuli-venezia giulia,1978,1978,12349000,13911612572.626585,11265.375797737943,0.037411936189165114,0.14964774475666046,0.22957324479714958,0.4166329257429751,special statute,1,0
R333,I7,friuli-venezia giulia,1979,1979,12356000,15000653670.880896,12140.380115636855,0.0386047264486889,0.15150534153447717,0.23794108125606991,0.428051149239236,special statute,2,0
R333,I7,friuli-venezia giulia,1980,1980,12350000,15694345548.71685,12707.97210422417,0.03716599190283401,0.15595141700404858,0.24323886639676112,0.43635627530364374,special statute,3,0
R333,I7,friuli-venezia giulia,1981,1981,12340000,15143514169.694265,12271.891547564233,0.03841166936790924,0.14359805510534845,0.25413290113452186,0.43614262560777955,special statute,4,0
R333,I7,friuli-venezia giulia,1982,1982,12330000,14685740747.97329,11910.576437934542,0.03519870235198702,0.14176804541768045,0.2570154095701541,0.4339821573398216,special statute,5,0
R333,I7,friuli-venezia giulia,1983,1983,12280000,14054939894.81593,11445.390793824046,0.03754071661237785,0.13778501628664494,0.2625407166123778,0.43786644951140063,special statute,6,0
R333,I7,friuli-venezia giulia,1984,1984,12230000,14293277041.772253,11687.06217642866,0.03793949304987735,0.12968111201962387,0.2751430907604252,0.4427636958299264,special statute,7,0
R333,I7,friuli-venezia giulia,1985,1985,12190000,14469879518.07229,11870.286725243881,0.03494667760459393,0.12674323215750616,0.2799835931091058,0.4416735028712059,special statute,8,0
R333,I7,friuli-venezia giulia,1986,1986,12140000,14918027648.03611,12288.32590447785,0.03542009884678748,0.12528830313014827,0.2797364085667216,0.4404448105436573,special statute,9,0
R333,I7,friuli-venezia giulia,1987,1987,12090000,15334144581.013155,12683.328851127506,0.03573200992555831,0.12555831265508685,0.28320926385442513,0.4444995864350703,special statute,10,0
R333,I7,friuli-venezia giulia,1988,1988,12050000,16042868818.710863,13313.58408191773,0.03269709543568465,0.12771784232365146,0.29278008298755187,0.45319502074688794,special statute,11,0
R333,I7,friuli-venezia giulia,1989,1989,12020000,16886318038.510643,14048.517502920668,0.030948419301164726,0.13003327787021632,0.2988352745424293,0.4598169717138103,special statute,12,0
R333,I7,friuli-venezia giulia,1990,1990,12000000,17110508274.439526,14258.756895366272,0.02975,0.12666666666666668,0.2990833333333333,0.4555,special statute,13,0
R333,I7,friuli-venezia giulia,1991,1991,11980000,17348627697.464905,14481.325290037483,0.030383973288814693,0.12913188647746243,0.29774624373956593,0.45726210350584306,special statute,14,0
R333,I7,friuli-venezia giulia,1992,1992,11960000,17306779141.93074,14470.55112201567,0.02834448160535117,0.11864548494983278,0.30175585284280937,0.4487458193979933,special statute,15,0
R333,I7,friuli-venezia giulia,1993,1993,11950000,16453749079.620367,13768.827681690684,0.025606694560669455,0.11046025104602511,0.28719665271966527,0.42326359832635985,special statute,16,0
R34,I8,emilia-romagna,1977,1977,39349000,51840669202.458374,13174.583649510374,0.06155175480952502,0.16663701745914763,0.2161681364202394,0.44435690868891203,ordinary,0,0
R34,I8,emilia-romagna,1978,1978,39437000,53279107418.585,13509.92910682481,0.06417830970915638,0.16416055988031544,0.21791718437000787,0.4462560539594797,ordinary,1,0
R34,I8,emilia-romagna,1979,1979,39502000,55524231884.03421,14056.055866547063,0.06371829274467115,0.16586501949268392,0.22330514910637436,0.45288846134372945,ordinary,2,0
R34,I8,emilia-romagna,1980,1980,39540000,57541544334.00637,14552.742623673841,0.0646433990895296,0.17250885179564998,0.22736469398077896,0.4645169448659585,ordinary,3,0
R34,I8,emilia-romagna,1981,1981,39540000,57065739524.55462,14432.40756817264,0.05877592311583207,0.17207890743550835,0.2343955488113303,0.4652503793626707,ordinary,4,0
R34,I8,emilia-romagna,1982,1982,39540000,55146152172.33626,13946.927711769415,0.05455235204855842,0.1661608497723824,0.23917551846231663,0.45988872028325745,ordinary,5,0
R34,I8,emilia-romagna,1983,1983,39480000,52465157776.10819,13289.047055751822,0.05572441742654509,0.16195542046605876,0.2397163120567376,0.4573961499493414,ordinary,6,0
R34,I8,emilia-romagna,1984,1984,39360000,52762053646.256004,13404.99330443496,0.05444613821138211,0.15929878048780488,0.2473069105691057,0.4610518292682927,ordinary,7,0
R34,I8,emilia-romagna,1985,1985,39280000,52718448795.180725,13421.193685127475,0.049923625254582486,0.15631364562118127,0.25590631364562116,0.46214358452138493,ordinary,8,0
R34,I8,emilia-romagna,1986,1986,39200000,53608490155.30687,13675.635243700732,0.05040816326530612,0.15346938775510205,0.25926020408163264,0.4631377551020408,ordinary,9,0
R34,I8,emilia-romagna,1987,1987,39120000,55087669469.55345,14081.715099579103,0.048824130879345604,0.15761758691206543,0.2583844580777096,0.4648261758691207,ordinary,10,0
R34,I8,emilia-romagna,1988,1988,39050000,57810900331.22554,14804.327869712046,0.04655569782330346,0.16309859154929576,0.2619718309859155,0.4716261203585147,ordinary,11,0
R34,I8,emilia-romagna,1989,1989,39020000,59226428805.104645,15178.479960303599,0.04320861096873398,0.16227575602255254,0.2630445925166581,0.46852895950794465,ordinary,12,0
R34,I8,emilia-romagna,1990,1990,39020000,60053882301.91247,15390.538775477313,0.04131214761660687,0.1588672475653511,0.27357765248590465,0.47375704766786264,ordinary,13,0
R34,I8,emilia-romagna,1991,1991,39060000,60856753763.730515,15580.326104385693,0.04029697900665643,0.15209933435739886,0.2824372759856631,0.47483358934971837,ordinary,14,0
R34,I8,emilia-romagna,1992,1992,39070000,61333096368.073,15698.25860457461,0.038187867929357563,0.14737650371128744,0.28622984386997696,0.47179421551062195,ordinary,15,0
R34,I8,emilia-romagna,1993,1993,39200000,58588574602.39168,14946.064949589716,0.034668367346938775,0.14346938775510204,0.28403061224489795,0.4621683673469388,ordinary,16,0
